ID,sentences,label
4476,"Godwin was named after Isaac William Godwin, a pioneer settler.",person
4477,It is one of the first counties of Florida along with Escambia County.,place
4478,Evelyne Le Grall is the editorial assistant.,person
4479,"He leaves under the command of his own nephew, Joachim Darquistade.",person
4480,The visitors are able to view a remarkably green city.,place
4481,Any students wishing to live off campus were required to gain approval.,idea
4482,No other individual has ever repeated this feat.,idea
4483,These squadrons gave new capabilities to the ship.,thing
4484,"Basically, I seemed to be interested in things that moved.",idea
4485,"Their daughter, Anne Marie, and two grandchildren live in Maui, Hawaii.",place
4486,Saint Peters church is Church of England and the only church in Elwick.,place
4487,Miss G. was rather staggered by this complication of the question.,person
4488,Republicans also carried both houses of the state legislature in that landslide election.,idea
4489,"Since then, several managers have managed the club with differing degrees of success.",person
4490,He has a younger brother and an older sister.,person
4491,Uragan is used during the Syrian Civil War by Syrian Army and Russian forces.,thing
4492,"Robinson helped establish the Democratic Party in San Diego, and was its early leader.",person
4493,They were scrapped after the war.,thing
4494,They later moved to Densole in Hawkinge near Folkestone.,place
4495,The Corps consist of three regular squadrons.,thing
4496,I like my playing to bring out the songs.,idea
4497,You don't catch me at any such foolishness.,idea
4498,His favourite film was Groundhog Day,thing
4499,"The history of the eighteenth century is written, Ernest prompted.",idea
4500,A General Meeting is held biannually.,idea
4501,"The tracks ""In Her Eyes"" and ""Stay"" were produced by Matt Noveskey.",person
4502,"Alphabetically, the parish is the last in Britain.",place
4503,On Rotten Tomatoes it has rating based on reviews from critics.,thing
4504,He was also forced to remove the painting from the road.,thing
4505,The cones are very similar.,thing
4506,Now its get more importance due to its Railways Heritage Museum.,place
4507,"Alfious Arlington Fidler, an early postmaster, gave the town his middle name.",person
4508,"Due to its content, the book has engendered several controversies, discussed below.",thing
4509,"""It absolutely beats me why you don't believe it,"" I said.",idea
4510,Hein continues to add to the library every month.,person
4511,"In addition to the sculpted boulders are ""rock streams"" formed during glacial periods.",thing
4512,Maneaters finale would go on to double its ratings from the previous night.,idea
4513,"Melchiondo is currently active in the groups Moistboyz, The Dean Ween Group and Ween.",person
4514,"Some areas with ""Altheimer, Arkansas"" postal addresses may be in the district boundaries.",place
4515,The species formed is the conjugate acid of that base.,idea
4516,"Terminal velocity is higher for larger creatures, and thus potentially more deadly.",idea
4517,"The opening track ""When the Sun Sleeps"" was released as Underoath's first music video.",thing
4518,The head is moved up vertically as each layer is completed.,thing
4519,"This song inspired the Telugu language song ""Vivaha Bojanambu"" in the Indian movie ""Mayabazar.",thing
4520,This government recognized the previously printed banknotes as a legal payment means.,idea
4521,He had worked as an assistant to Haida carver Bill Reid.,person
4522,The elevating screw is pivoted both to the rocker and the trail.,thing
4523,Winter activities include cross-country skiing.,idea
4524,I prefer pink toilets.,thing
4525,The Perfecti avoided eating anything considered to be a by-product of sexual reproduction.,idea
4526,"Two of the new seats were won by Democrats, and five by Republicans.",thing
4527,Directed by Ilya Motyleff and Sidney Goldin.,person
4528,Even gold that has undergone salting can be identified as to its multiple sources.,thing
4529,"Following this, Ogot worked at Makerere University College in Student Health Services.",person
4530,The figure shows the compressional behaviour at room temperature.,thing
4531,I think me being honest like that is why I've gained sincere fans.,idea
4532,"The band played as a three piece with Aaron, Jim, and Ryan.",person
4533,There was great variation between seventy-fours of different navies.,idea
4534,"Then, keep grass short for beginning of March when seedlings establish.",idea
4535,This story is untrue.,idea
4536,A straw is supplied with each individual pouch.,thing
4537,"In the overtime, Dave Trottier was cut and retired for stitches.",person
4538,He works for the Los Angeles Kings with Kings alumni.,thing
4539,The keep is one of the first known examples of rebar usage.,thing
4540,"The next evening, she was again closed by an enemy destroyer.",thing
4541,They feature an acerbic wit and are usually ironic or dark in tone.,idea
4542,"Similar to Hanna-Barbera's successful Scooby-Doo, Where Are You!",idea
4543,The insular form of g is still used in traditional Gaelic script.,thing
4544,The phonological features of Vandalic are similar to the ones of Gothic.,idea
4545,"It is a sequel to her debut novel ""Postcards from the Edge"".",thing
4546,This growth has occurred both for hobby and professional practitioners.,idea
4547,He has won various awards and received training in this field.,person
4548,Aoki was also the team captain.,person
4549,Upon graduation she began working on film and television sets across northern Europe.,place
4550,River.,place
4551,This is called a blanket tornado warning.,thing
4552,Her husband is always away on business trips or at work.,person
4553,The school is situated in the centre of Ashby on two sites.,place
4554,There was room for the Little Man in the atomic age.,idea
4555,This was reported to be because there was no specific mention of Russia.,idea
4556,"Examples would include smoked salmon and caviar, and most other delicacies.",thing
4557,Tabla was played by James Kippen.,person
4558,It was a government instrumentality that lent exclusively to farmers.,thing
4559,The first large town the highway comes to is Libby.,place
4560,The nine points and three flashes allude to the unit's numerical designation.,idea
4561,"However, he soon left for Vasco da Gama.",place
4562,"The authors call this concept a ""conduit metaphor"".",idea
4563,The couple have subsequently appeared in other productions together.,person
4564,For many years the eight-hour day was confined to craft tradesmen and unionised workers.,idea
4565,"He was succeeded by his only son and only surviving child, the second Marquess.",person
4566,"Ocelot has been frequently featured in the lists of best ""Metal Gear"" villains.",idea
4567,You would join with one family at the risk of spurning another.,idea
4568,He attended school at the prestigious Kingswood College.,place
4569,"The school's mission is, At Parker School, every student is known, valued and nurtured.",idea
4570,The east end is Union Station in downtown Chicago.,place
4571,These two alternatives are both made by alternative splicing.,idea
4572,The test is administered at the Prometric testing sites around the world.,place
4573,Five supervisors were elected; she placed eighth.,person
4574,Mistral considered Juan Miguel as a son.,person
4575,The town developed a small mixed-race community.,place
4576,He has since gone on to become a television and film actor and writer.,person
